file,type,val1,val2,pval
wrong_false_all_10,doc_claimant,Kevin Rudd,Joe Hockey,0.02362715884253348
wrong_false_all_10,doc_claimant,Kevin Rudd,Eric Cantor,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Barack Obama,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Tony Abbott,0.07499265744753981
wrong_false_all_10,doc_claimant,Kevin Rudd,Lena Taylor,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Gina Raimondo,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,David Cicilline,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Christopher Pyne,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Chris Christie,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Chris Bowen,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Barry O'Farrell,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Paul Hirschbiel,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Mitt Romney,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Michelle Rowland,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Mary Burke,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Graeme Zielinski,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Anthony Albanese,0.00037155552336530403
wrong_false_all_10,doc_claimant,Joe Hockey,Eric Cantor,
wrong_false_all_10,doc_claimant,Joe Hockey,Barack Obama,
wrong_false_all_10,doc_claimant,Joe Hockey,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Joe Hockey,Lena Taylor,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Gina Raimondo,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,David Cicilline,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Christopher Pyne,0.670179227982993
wrong_false_all_10,doc_claimant,Joe Hockey,Chris Christie,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Chris Bowen,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Barry O'Farrell,0.0011848651139497455
wrong_false_all_10,doc_claimant,Joe Hockey,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Joe Hockey,Mitt Romney,
wrong_false_all_10,doc_claimant,Joe Hockey,Michelle Rowland,
wrong_false_all_10,doc_claimant,Joe Hockey,Mary Burke,
wrong_false_all_10,doc_claimant,Joe Hockey,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Joe Hockey,Anthony Albanese,
wrong_false_all_10,doc_claimant,Eric Cantor,Barack Obama,
wrong_false_all_10,doc_claimant,Eric Cantor,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Eric Cantor,Lena Taylor,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Gina Raimondo,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,David Cicilline,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Eric Cantor,Chris Christie,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Chris Bowen,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Barry O'Farrell,0.001999992341114737
wrong_false_all_10,doc_claimant,Eric Cantor,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Eric Cantor,Mitt Romney,
wrong_false_all_10,doc_claimant,Eric Cantor,Michelle Rowland,
wrong_false_all_10,doc_claimant,Eric Cantor,Mary Burke,
wrong_false_all_10,doc_claimant,Eric Cantor,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Eric Cantor,Anthony Albanese,
wrong_false_all_10,doc_claimant,Barack Obama,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Barack Obama,Lena Taylor,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Gina Raimondo,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,David Cicilline,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Barack Obama,Chris Christie,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Chris Bowen,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Barry O'Farrell,0.001999992341114737
wrong_false_all_10,doc_claimant,Barack Obama,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Barack Obama,Mitt Romney,
wrong_false_all_10,doc_claimant,Barack Obama,Michelle Rowland,
wrong_false_all_10,doc_claimant,Barack Obama,Mary Burke,
wrong_false_all_10,doc_claimant,Barack Obama,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Barack Obama,Anthony Albanese,
wrong_false_all_10,doc_claimant,Tony Abbott,Lena Taylor,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Gina Raimondo,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,David Cicilline,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Christopher Pyne,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Chris Christie,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Chris Bowen,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Barry O'Farrell,0.004614033198206159
wrong_false_all_10,doc_claimant,Tony Abbott,Paul Hirschbiel,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Mitt Romney,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Michelle Rowland,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Mary Burke,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Graeme Zielinski,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Anthony Albanese,1.0
wrong_false_all_10,doc_claimant,Lena Taylor,Gina Raimondo,
wrong_false_all_10,doc_claimant,Lena Taylor,David Cicilline,
wrong_false_all_10,doc_claimant,Lena Taylor,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Lena Taylor,Chris Christie,
wrong_false_all_10,doc_claimant,Lena Taylor,Chris Bowen,
wrong_false_all_10,doc_claimant,Lena Taylor,Barry O'Farrell,
wrong_false_all_10,doc_claimant,Lena Taylor,Paul Hirschbiel,0.0011848651139497455
wrong_false_all_10,doc_claimant,Lena Taylor,Mitt Romney,0.0011848651139497455
wrong_false_all_10,doc_claimant,Lena Taylor,Michelle Rowland,0.0011848651139497455
wrong_false_all_10,doc_claimant,Lena Taylor,Mary Burke,0.0011848651139497455
wrong_false_all_10,doc_claimant,Lena Taylor,Graeme Zielinski,0.0011848651139497455
wrong_false_all_10,doc_claimant,Lena Taylor,Anthony Albanese,6.61030847847608e-06
wrong_false_all_10,doc_claimant,Gina Raimondo,David Cicilline,
wrong_false_all_10,doc_claimant,Gina Raimondo,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Gina Raimondo,Chris Christie,
wrong_false_all_10,doc_claimant,Gina Raimondo,Chris Bowen,
wrong_false_all_10,doc_claimant,Gina Raimondo,Barry O'Farrell,
wrong_false_all_10,doc_claimant,Gina Raimondo,Paul Hirschbiel,0.0011848651139497455
wrong_false_all_10,doc_claimant,Gina Raimondo,Mitt Romney,0.0011848651139497455
wrong_false_all_10,doc_claimant,Gina Raimondo,Michelle Rowland,0.0011848651139497455
wrong_false_all_10,doc_claimant,Gina Raimondo,Mary Burke,0.0011848651139497455
wrong_false_all_10,doc_claimant,Gina Raimondo,Graeme Zielinski,0.0011848651139497455
wrong_false_all_10,doc_claimant,Gina Raimondo,Anthony Albanese,6.61030847847608e-06
wrong_false_all_10,doc_claimant,David Cicilline,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,David Cicilline,Chris Christie,
wrong_false_all_10,doc_claimant,David Cicilline,Chris Bowen,
wrong_false_all_10,doc_claimant,David Cicilline,Barry O'Farrell,
wrong_false_all_10,doc_claimant,David Cicilline,Paul Hirschbiel,0.0011848651139497455
wrong_false_all_10,doc_claimant,David Cicilline,Mitt Romney,0.0011848651139497455
wrong_false_all_10,doc_claimant,David Cicilline,Michelle Rowland,0.0011848651139497455
wrong_false_all_10,doc_claimant,David Cicilline,Mary Burke,0.0011848651139497455
wrong_false_all_10,doc_claimant,David Cicilline,Graeme Zielinski,0.0011848651139497455
wrong_false_all_10,doc_claimant,David Cicilline,Anthony Albanese,6.61030847847608e-06
wrong_false_all_10,doc_claimant,Christopher Pyne,Chris Christie,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Chris Bowen,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Barry O'Farrell,1.0
wrong_false_all_10,doc_claimant,Christopher Pyne,Paul Hirschbiel,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Mitt Romney,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Michelle Rowland,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Mary Burke,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Graeme Zielinski,0.9439945960432572
wrong_false_all_10,doc_claimant,Christopher Pyne,Anthony Albanese,0.03989163382686343
wrong_false_all_10,doc_claimant,Chris Christie,Chris Bowen,
wrong_false_all_10,doc_claimant,Chris Christie,Barry O'Farrell,
wrong_false_all_10,doc_claimant,Chris Christie,Paul Hirschbiel,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Christie,Mitt Romney,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Christie,Michelle Rowland,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Christie,Mary Burke,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Christie,Graeme Zielinski,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Christie,Anthony Albanese,6.61030847847608e-06
wrong_false_all_10,doc_claimant,Chris Bowen,Barry O'Farrell,
wrong_false_all_10,doc_claimant,Chris Bowen,Paul Hirschbiel,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Bowen,Mitt Romney,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Bowen,Michelle Rowland,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Bowen,Mary Burke,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Bowen,Graeme Zielinski,0.0011848651139497455
wrong_false_all_10,doc_claimant,Chris Bowen,Anthony Albanese,6.61030847847608e-06
wrong_false_all_10,doc_claimant,Barry O'Farrell,Paul Hirschbiel,0.001999992341114737
wrong_false_all_10,doc_claimant,Barry O'Farrell,Mitt Romney,0.001999992341114737
wrong_false_all_10,doc_claimant,Barry O'Farrell,Michelle Rowland,0.001999992341114737
wrong_false_all_10,doc_claimant,Barry O'Farrell,Mary Burke,0.001999992341114737
wrong_false_all_10,doc_claimant,Barry O'Farrell,Graeme Zielinski,0.001999992341114737
wrong_false_all_10,doc_claimant,Barry O'Farrell,Anthony Albanese,1.1073879703762201e-05
wrong_false_all_10,doc_claimant,Paul Hirschbiel,Mitt Romney,
wrong_false_all_10,doc_claimant,Paul Hirschbiel,Michelle Rowland,
wrong_false_all_10,doc_claimant,Paul Hirschbiel,Mary Burke,
wrong_false_all_10,doc_claimant,Paul Hirschbiel,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Paul Hirschbiel,Anthony Albanese,
wrong_false_all_10,doc_claimant,Mitt Romney,Michelle Rowland,
wrong_false_all_10,doc_claimant,Mitt Romney,Mary Burke,
wrong_false_all_10,doc_claimant,Mitt Romney,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Mitt Romney,Anthony Albanese,
wrong_false_all_10,doc_claimant,Michelle Rowland,Mary Burke,
wrong_false_all_10,doc_claimant,Michelle Rowland,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Michelle Rowland,Anthony Albanese,
wrong_false_all_10,doc_claimant,Mary Burke,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Mary Burke,Anthony Albanese,
wrong_false_all_10,doc_claimant,Graeme Zielinski,Anthony Albanese,
correct_true_all_10,doc_claimant,Scott Walker,Ron Desantis,
correct_true_all_10,doc_claimant,Scott Walker,Kevin Rudd,1.0
correct_true_all_10,doc_claimant,Scott Walker,Josh Mandel,
correct_true_all_10,doc_claimant,Scott Walker,Joe Hockey,
correct_true_all_10,doc_claimant,Scott Walker,Jason Isaac,
correct_true_all_10,doc_claimant,Scott Walker,Eric Cantor,
correct_true_all_10,doc_claimant,Scott Walker,Dean Cannon,
correct_true_all_10,doc_claimant,Scott Walker,Blue Oregon,
correct_true_all_10,doc_claimant,Scott Walker,Barack Obama,
correct_true_all_10,doc_claimant,Scott Walker,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Scott Walker,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Scott Walker,Barry O'Farrell,
correct_true_all_10,doc_claimant,Scott Walker,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Walker,Mitt Romney,
correct_true_all_10,doc_claimant,Scott Walker,Anthony Albanese,
correct_true_all_10,doc_claimant,Ron Desantis,Kevin Rudd,1.0
correct_true_all_10,doc_claimant,Ron Desantis,Josh Mandel,
correct_true_all_10,doc_claimant,Ron Desantis,Joe Hockey,
correct_true_all_10,doc_claimant,Ron Desantis,Jason Isaac,
correct_true_all_10,doc_claimant,Ron Desantis,Eric Cantor,
correct_true_all_10,doc_claimant,Ron Desantis,Dean Cannon,
correct_true_all_10,doc_claimant,Ron Desantis,Blue Oregon,
correct_true_all_10,doc_claimant,Ron Desantis,Barack Obama,
correct_true_all_10,doc_claimant,Ron Desantis,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Ron Desantis,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Ron Desantis,Barry O'Farrell,
correct_true_all_10,doc_claimant,Ron Desantis,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Ron Desantis,Mitt Romney,
correct_true_all_10,doc_claimant,Ron Desantis,Anthony Albanese,
correct_true_all_10,doc_claimant,Kevin Rudd,Josh Mandel,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Joe Hockey,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Jason Isaac,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Eric Cantor,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Dean Cannon,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Blue Oregon,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Barack Obama,0.8129413324316968
correct_true_all_10,doc_claimant,Kevin Rudd,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Barry O'Farrell,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Yvette Mcgee Brown,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Scott Morrison,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Marcia Fudge,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Hillary Clinton,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,George Brandis,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Dennis Kucinich,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Alan Grayson,0.0026069222998946406
correct_true_all_10,doc_claimant,Kevin Rudd,Mitt Romney,1.0
correct_true_all_10,doc_claimant,Kevin Rudd,Anthony Albanese,1.0
correct_true_all_10,doc_claimant,Josh Mandel,Joe Hockey,
correct_true_all_10,doc_claimant,Josh Mandel,Jason Isaac,
correct_true_all_10,doc_claimant,Josh Mandel,Eric Cantor,
correct_true_all_10,doc_claimant,Josh Mandel,Dean Cannon,
correct_true_all_10,doc_claimant,Josh Mandel,Blue Oregon,
correct_true_all_10,doc_claimant,Josh Mandel,Barack Obama,
correct_true_all_10,doc_claimant,Josh Mandel,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Josh Mandel,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Josh Mandel,Barry O'Farrell,
correct_true_all_10,doc_claimant,Josh Mandel,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Josh Mandel,Mitt Romney,
correct_true_all_10,doc_claimant,Josh Mandel,Anthony Albanese,
correct_true_all_10,doc_claimant,Joe Hockey,Jason Isaac,
correct_true_all_10,doc_claimant,Joe Hockey,Eric Cantor,
correct_true_all_10,doc_claimant,Joe Hockey,Dean Cannon,
correct_true_all_10,doc_claimant,Joe Hockey,Blue Oregon,
correct_true_all_10,doc_claimant,Joe Hockey,Barack Obama,
correct_true_all_10,doc_claimant,Joe Hockey,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Joe Hockey,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Joe Hockey,Barry O'Farrell,
correct_true_all_10,doc_claimant,Joe Hockey,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Joe Hockey,Mitt Romney,
correct_true_all_10,doc_claimant,Joe Hockey,Anthony Albanese,
correct_true_all_10,doc_claimant,Jason Isaac,Eric Cantor,
correct_true_all_10,doc_claimant,Jason Isaac,Dean Cannon,
correct_true_all_10,doc_claimant,Jason Isaac,Blue Oregon,
correct_true_all_10,doc_claimant,Jason Isaac,Barack Obama,
correct_true_all_10,doc_claimant,Jason Isaac,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Jason Isaac,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Jason Isaac,Barry O'Farrell,
correct_true_all_10,doc_claimant,Jason Isaac,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Jason Isaac,Mitt Romney,
correct_true_all_10,doc_claimant,Jason Isaac,Anthony Albanese,
correct_true_all_10,doc_claimant,Eric Cantor,Dean Cannon,
correct_true_all_10,doc_claimant,Eric Cantor,Blue Oregon,
correct_true_all_10,doc_claimant,Eric Cantor,Barack Obama,
correct_true_all_10,doc_claimant,Eric Cantor,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Eric Cantor,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Eric Cantor,Barry O'Farrell,
correct_true_all_10,doc_claimant,Eric Cantor,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Eric Cantor,Mitt Romney,
correct_true_all_10,doc_claimant,Eric Cantor,Anthony Albanese,
correct_true_all_10,doc_claimant,Dean Cannon,Blue Oregon,
