file,type,val1,val2,pval
correct_true_all_10,doc_claimant,Dean Cannon,Barack Obama,
correct_true_all_10,doc_claimant,Dean Cannon,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Dean Cannon,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Dean Cannon,Barry O'Farrell,
correct_true_all_10,doc_claimant,Dean Cannon,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Dean Cannon,Mitt Romney,
correct_true_all_10,doc_claimant,Dean Cannon,Anthony Albanese,
correct_true_all_10,doc_claimant,Blue Oregon,Barack Obama,
correct_true_all_10,doc_claimant,Blue Oregon,Tony Abbott,1.0
correct_true_all_10,doc_claimant,Blue Oregon,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Blue Oregon,Barry O'Farrell,
correct_true_all_10,doc_claimant,Blue Oregon,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Blue Oregon,Mitt Romney,
correct_true_all_10,doc_claimant,Blue Oregon,Anthony Albanese,
correct_true_all_10,doc_claimant,Barack Obama,Tony Abbott,0.12289327168716657
correct_true_all_10,doc_claimant,Barack Obama,Chris Bowen,0.12289327168716657
correct_true_all_10,doc_claimant,Barack Obama,Barry O'Farrell,
correct_true_all_10,doc_claimant,Barack Obama,Yvette Mcgee Brown,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Scott Morrison,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Marcia Fudge,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Hillary Clinton,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,George Brandis,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Dennis Kucinich,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Alan Grayson,5.866542041677694e-08
correct_true_all_10,doc_claimant,Barack Obama,Mitt Romney,
correct_true_all_10,doc_claimant,Barack Obama,Anthony Albanese,
correct_true_all_10,doc_claimant,Tony Abbott,Chris Bowen,1.0
correct_true_all_10,doc_claimant,Tony Abbott,Barry O'Farrell,1.0
correct_true_all_10,doc_claimant,Tony Abbott,Yvette Mcgee Brown,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Scott Morrison,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Marcia Fudge,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Hillary Clinton,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,George Brandis,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Dennis Kucinich,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Alan Grayson,0.06022854518957811
correct_true_all_10,doc_claimant,Tony Abbott,Mitt Romney,1.0
correct_true_all_10,doc_claimant,Tony Abbott,Anthony Albanese,1.0
correct_true_all_10,doc_claimant,Chris Bowen,Barry O'Farrell,1.0
correct_true_all_10,doc_claimant,Chris Bowen,Yvette Mcgee Brown,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Scott Morrison,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Marcia Fudge,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Hillary Clinton,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,George Brandis,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Dennis Kucinich,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Alan Grayson,0.06022854518957811
correct_true_all_10,doc_claimant,Chris Bowen,Mitt Romney,1.0
correct_true_all_10,doc_claimant,Chris Bowen,Anthony Albanese,1.0
correct_true_all_10,doc_claimant,Barry O'Farrell,Yvette Mcgee Brown,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Scott Morrison,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Marcia Fudge,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Hillary Clinton,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,George Brandis,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Dennis Kucinich,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Alan Grayson,0.0017889139955711841
correct_true_all_10,doc_claimant,Barry O'Farrell,Mitt Romney,
correct_true_all_10,doc_claimant,Barry O'Farrell,Anthony Albanese,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Scott Morrison,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Marcia Fudge,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Hillary Clinton,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,George Brandis,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Dennis Kucinich,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Alan Grayson,
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Yvette Mcgee Brown,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Morrison,Marcia Fudge,
correct_true_all_10,doc_claimant,Scott Morrison,Hillary Clinton,
correct_true_all_10,doc_claimant,Scott Morrison,George Brandis,
correct_true_all_10,doc_claimant,Scott Morrison,Dennis Kucinich,
correct_true_all_10,doc_claimant,Scott Morrison,Alan Grayson,
correct_true_all_10,doc_claimant,Scott Morrison,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Scott Morrison,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Marcia Fudge,Hillary Clinton,
correct_true_all_10,doc_claimant,Marcia Fudge,George Brandis,
correct_true_all_10,doc_claimant,Marcia Fudge,Dennis Kucinich,
correct_true_all_10,doc_claimant,Marcia Fudge,Alan Grayson,
correct_true_all_10,doc_claimant,Marcia Fudge,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Marcia Fudge,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Hillary Clinton,George Brandis,
correct_true_all_10,doc_claimant,Hillary Clinton,Dennis Kucinich,
correct_true_all_10,doc_claimant,Hillary Clinton,Alan Grayson,
correct_true_all_10,doc_claimant,Hillary Clinton,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Hillary Clinton,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,George Brandis,Dennis Kucinich,
correct_true_all_10,doc_claimant,George Brandis,Alan Grayson,
correct_true_all_10,doc_claimant,George Brandis,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,George Brandis,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Dennis Kucinich,Alan Grayson,
correct_true_all_10,doc_claimant,Dennis Kucinich,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Dennis Kucinich,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Alan Grayson,Mitt Romney,0.0017889139955711841
correct_true_all_10,doc_claimant,Alan Grayson,Anthony Albanese,0.0017889139955711841
correct_true_all_10,doc_claimant,Mitt Romney,Anthony Albanese,
correct_false_all_10,doc_claimant,Kevin Rudd,Joe Hockey,0.02362715884253348
correct_false_all_10,doc_claimant,Kevin Rudd,Eric Cantor,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Barack Obama,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Tony Abbott,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Lena Taylor,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Gina Raimondo,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,David Cicilline,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Christopher Pyne,0.5955398197851309
correct_false_all_10,doc_claimant,Kevin Rudd,Chris Christie,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Chris Bowen,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Barry O'Farrell,1.0
correct_false_all_10,doc_claimant,Kevin Rudd,Paul Hirschbiel,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Mitt Romney,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Michelle Rowland,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Mary Burke,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Graeme Zielinski,0.03989163382686343
correct_false_all_10,doc_claimant,Kevin Rudd,Anthony Albanese,1.0
correct_false_all_10,doc_claimant,Joe Hockey,Eric Cantor,
correct_false_all_10,doc_claimant,Joe Hockey,Barack Obama,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,Tony Abbott,0.0011629411734807497
correct_false_all_10,doc_claimant,Joe Hockey,Lena Taylor,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,Gina Raimondo,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,David Cicilline,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,Christopher Pyne,3.947834985365441e-06
correct_false_all_10,doc_claimant,Joe Hockey,Chris Christie,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,Chris Bowen,0.0007027035578983576
correct_false_all_10,doc_claimant,Joe Hockey,Barry O'Farrell,0.0011848651139497455
correct_false_all_10,doc_claimant,Joe Hockey,Paul Hirschbiel,
correct_false_all_10,doc_claimant,Joe Hockey,Mitt Romney,
correct_false_all_10,doc_claimant,Joe Hockey,Michelle Rowland,
correct_false_all_10,doc_claimant,Joe Hockey,Mary Burke,
correct_false_all_10,doc_claimant,Joe Hockey,Graeme Zielinski,
correct_false_all_10,doc_claimant,Joe Hockey,Anthony Albanese,0.670179227982993
correct_false_all_10,doc_claimant,Eric Cantor,Barack Obama,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,Tony Abbott,0.002280057376241436
correct_false_all_10,doc_claimant,Eric Cantor,Lena Taylor,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,Gina Raimondo,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,David Cicilline,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,Christopher Pyne,6.61030847847608e-06
correct_false_all_10,doc_claimant,Eric Cantor,Chris Christie,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,Chris Bowen,0.0011848651139497455
correct_false_all_10,doc_claimant,Eric Cantor,Barry O'Farrell,0.001999992341114737
correct_false_all_10,doc_claimant,Eric Cantor,Paul Hirschbiel,
correct_false_all_10,doc_claimant,Eric Cantor,Mitt Romney,
correct_false_all_10,doc_claimant,Eric Cantor,Michelle Rowland,
correct_false_all_10,doc_claimant,Eric Cantor,Mary Burke,
correct_false_all_10,doc_claimant,Eric Cantor,Graeme Zielinski,
correct_false_all_10,doc_claimant,Eric Cantor,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Barack Obama,Tony Abbott,1.0
correct_false_all_10,doc_claimant,Barack Obama,Lena Taylor,
correct_false_all_10,doc_claimant,Barack Obama,Gina Raimondo,
correct_false_all_10,doc_claimant,Barack Obama,David Cicilline,
correct_false_all_10,doc_claimant,Barack Obama,Christopher Pyne,
correct_false_all_10,doc_claimant,Barack Obama,Chris Christie,
correct_false_all_10,doc_claimant,Barack Obama,Chris Bowen,
correct_false_all_10,doc_claimant,Barack Obama,Barry O'Farrell,
correct_false_all_10,doc_claimant,Barack Obama,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,Barack Obama,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,Barack Obama,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,Barack Obama,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,Barack Obama,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,Barack Obama,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Tony Abbott,Lena Taylor,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Gina Raimondo,1.0
correct_false_all_10,doc_claimant,Tony Abbott,David Cicilline,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Christopher Pyne,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Chris Christie,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Chris Bowen,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Barry O'Farrell,1.0
correct_false_all_10,doc_claimant,Tony Abbott,Paul Hirschbiel,0.002280057376241436
correct_false_all_10,doc_claimant,Tony Abbott,Mitt Romney,0.002280057376241436
correct_false_all_10,doc_claimant,Tony Abbott,Michelle Rowland,0.002280057376241436
correct_false_all_10,doc_claimant,Tony Abbott,Mary Burke,0.002280057376241436
correct_false_all_10,doc_claimant,Tony Abbott,Graeme Zielinski,0.002280057376241436
correct_false_all_10,doc_claimant,Tony Abbott,Anthony Albanese,1.0
correct_false_all_10,doc_claimant,Lena Taylor,Gina Raimondo,
correct_false_all_10,doc_claimant,Lena Taylor,David Cicilline,
correct_false_all_10,doc_claimant,Lena Taylor,Christopher Pyne,
correct_false_all_10,doc_claimant,Lena Taylor,Chris Christie,
correct_false_all_10,doc_claimant,Lena Taylor,Chris Bowen,
correct_false_all_10,doc_claimant,Lena Taylor,Barry O'Farrell,
correct_false_all_10,doc_claimant,Lena Taylor,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,Lena Taylor,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,Lena Taylor,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,Lena Taylor,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,Lena Taylor,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,Lena Taylor,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Gina Raimondo,David Cicilline,
correct_false_all_10,doc_claimant,Gina Raimondo,Christopher Pyne,
correct_false_all_10,doc_claimant,Gina Raimondo,Chris Christie,
correct_false_all_10,doc_claimant,Gina Raimondo,Chris Bowen,
correct_false_all_10,doc_claimant,Gina Raimondo,Barry O'Farrell,
correct_false_all_10,doc_claimant,Gina Raimondo,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,Gina Raimondo,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,Gina Raimondo,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,Gina Raimondo,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,Gina Raimondo,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,Gina Raimondo,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,David Cicilline,Christopher Pyne,
correct_false_all_10,doc_claimant,David Cicilline,Chris Christie,
correct_false_all_10,doc_claimant,David Cicilline,Chris Bowen,
correct_false_all_10,doc_claimant,David Cicilline,Barry O'Farrell,
correct_false_all_10,doc_claimant,David Cicilline,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,David Cicilline,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,David Cicilline,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,David Cicilline,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,David Cicilline,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,David Cicilline,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Christopher Pyne,Chris Christie,
correct_false_all_10,doc_claimant,Christopher Pyne,Chris Bowen,
correct_false_all_10,doc_claimant,Christopher Pyne,Barry O'Farrell,
correct_false_all_10,doc_claimant,Christopher Pyne,Paul Hirschbiel,6.61030847847608e-06
correct_false_all_10,doc_claimant,Christopher Pyne,Mitt Romney,6.61030847847608e-06
correct_false_all_10,doc_claimant,Christopher Pyne,Michelle Rowland,6.61030847847608e-06
correct_false_all_10,doc_claimant,Christopher Pyne,Mary Burke,6.61030847847608e-06
correct_false_all_10,doc_claimant,Christopher Pyne,Graeme Zielinski,6.61030847847608e-06
correct_false_all_10,doc_claimant,Christopher Pyne,Anthony Albanese,0.03989163382686343
correct_false_all_10,doc_claimant,Chris Christie,Chris Bowen,
correct_false_all_10,doc_claimant,Chris Christie,Barry O'Farrell,
correct_false_all_10,doc_claimant,Chris Christie,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Christie,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Christie,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Christie,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Christie,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Christie,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Chris Bowen,Barry O'Farrell,
correct_false_all_10,doc_claimant,Chris Bowen,Paul Hirschbiel,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Bowen,Mitt Romney,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Bowen,Michelle Rowland,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Bowen,Mary Burke,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Bowen,Graeme Zielinski,0.0011848651139497455
correct_false_all_10,doc_claimant,Chris Bowen,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Barry O'Farrell,Paul Hirschbiel,0.001999992341114737
correct_false_all_10,doc_claimant,Barry O'Farrell,Mitt Romney,0.001999992341114737
correct_false_all_10,doc_claimant,Barry O'Farrell,Michelle Rowland,0.001999992341114737
correct_false_all_10,doc_claimant,Barry O'Farrell,Mary Burke,0.001999992341114737
correct_false_all_10,doc_claimant,Barry O'Farrell,Graeme Zielinski,0.001999992341114737
correct_false_all_10,doc_claimant,Barry O'Farrell,Anthony Albanese,1.0
correct_false_all_10,doc_claimant,Paul Hirschbiel,Mitt Romney,
correct_false_all_10,doc_claimant,Paul Hirschbiel,Michelle Rowland,
correct_false_all_10,doc_claimant,Paul Hirschbiel,Mary Burke,
correct_false_all_10,doc_claimant,Paul Hirschbiel,Graeme Zielinski,
correct_false_all_10,doc_claimant,Paul Hirschbiel,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Mitt Romney,Michelle Rowland,
correct_false_all_10,doc_claimant,Mitt Romney,Mary Burke,
correct_false_all_10,doc_claimant,Mitt Romney,Graeme Zielinski,
correct_false_all_10,doc_claimant,Mitt Romney,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Michelle Rowland,Mary Burke,
correct_false_all_10,doc_claimant,Michelle Rowland,Graeme Zielinski,
correct_false_all_10,doc_claimant,Michelle Rowland,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Mary Burke,Graeme Zielinski,
correct_false_all_10,doc_claimant,Mary Burke,Anthony Albanese,0.9439945960432572
correct_false_all_10,doc_claimant,Graeme Zielinski,Anthony Albanese,0.9439945960432572
wrong_true_all_10,doc_date,2014,2013,1.0
wrong_true_all_10,doc_date,2014,2012,0.013121378900225135
wrong_true_all_10,doc_date,2014,2011,0.5168402442021985
wrong_true_all_10,doc_date,2014,2010,0.5168402442021985
wrong_true_all_10,doc_date,2014,2008,1.0
wrong_true_all_10,doc_date,2014,2007,0.14107179608471426
wrong_true_all_10,doc_date,2013,2012,0.1041512353845813
wrong_true_all_10,doc_date,2013,2011,0.0027078462442169065
wrong_true_all_10,doc_date,2013,2010,0.0027078462442169065
wrong_true_all_10,doc_date,2013,2008,0.06233187037742704
wrong_true_all_10,doc_date,2013,2007,0.5781697713882201
wrong_true_all_10,doc_date,2012,2011,3.9224333150431486e-05
wrong_true_all_10,doc_date,2012,2010,3.9224333150431486e-05
